,IDs,Canonical_Smiles,axis 1,axis 2,SMILES,QED,Synth,Fsp3,mpIC50_value,std,norma,normal_desviation,HBA,LogP,TPSA,MW,HBD,RB,size_point_HBA,size_point_LogP,size_point_TPSA,size_point_MW,size_point_HBD,size_point_RB,mpIC50
43,ID44,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCC(c2ccccc2)O1,29.85995101928711,24.370635986328125,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCC(c2ccccc2)O1,0.71,4.406,0.579,0.14874165128092473,,,10.0,6,1.6810999999999998,97.33000000000001,378.4250000000001,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.06103669389346,15.317766166719343,11.865581297297972,0.14874165128092473
44,ID45,CON1C(=O)C(CCC(=O)O)CC1OCC1OCC(c2ccccc2)O1,11.563382148742676,-5.147727966308594,CON1C(=O)C(CCC(=O)O)CC1OCC1OCC(c2ccccc2)O1,0.749,4.298,0.556,0.12551818230053352,,,10.0,6,1.7179999999999993,94.53000000000002,365.38200000000006,1,8,12.640043550948826,10.6073422819872,12.177073070513819,10.978581160091077,11.865581297297972,11.865581297297972,0.12551818230053352
45,ID46,CON1C(=O)C(CCC(=O)O)CC1OCC1CCNC(c2ccccc2)O1,30.176311492919922,24.507360458374023,CON1C(=O)C(CCC(=O)O)CC1OCC1CCNC(c2ccccc2)O1,0.71,4.293,0.579,0.14874165128092473,,,10.0,6,1.6810999999999998,97.33000000000001,378.425,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.061036693893453,15.317766166719343,11.865581297297972,0.14874165128092473
46,ID47,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCNC(c2ccccc2)O1,27.63848114013672,23.630420684814453,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCNC(c2ccccc2)O1,0.699,4.211,0.6,0.15552282425431863,,,10.0,6,2.0711999999999993,97.33000000000001,392.45200000000006,2,8,12.640043550948826,11.157230289302081,12.476981575641595,13.125550977610903,15.317766166719343,11.865581297297972,0.15552282425431863
47,ID48,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)O1,11.563384056091309,-5.147721290588379,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)O1,0.749,4.115,0.556,0.12551818230053352,,,10.0,6,1.7179999999999993,94.53000000000002,365.38200000000006,1,8,12.640043550948826,10.6073422819872,12.177073070513819,10.978581160091077,11.865581297297972,11.865581297297972,0.12551818230053352
48,ID49,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)O1,12.443878173828125,-1.8576316833496094,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)O1,0.739,4.127,0.579,0.13135556160517428,,,10.0,6,2.1080999999999994,94.53000000000002,379.40900000000005,1,8,12.640043550948826,11.213251595098567,12.177073070513819,12.138872239187592,11.865581297297972,11.865581297297972,0.13135556160517428
49,ID50,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)O1,14.502433776855469,3.856046676635742,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)O1,0.725,4.056,0.6,0.13966199342900631,,,10.0,6,2.4981999999999998,94.53000000000002,393.4360000000001,1,8,12.640043550948826,11.790031967834263,12.177073070513819,13.19679874320625,11.865581297297972,11.865581297297972,0.13966199342900631
50,ID51,CON1C(=O)C(CCC(=O)O)CC1OCC1CSC(c2ccccc2)O1,9.264974594116211,0.4321284890174866,CON1C(=O)C(CCC(=O)O)CC1OCC1CSC(c2ccccc2)O1,0.74,4.437,0.556,0.13076828026902382,,,10.0,6,2.4346000000000005,85.30000000000001,381.45000000000005,1,8,12.640043550948826,11.697867619559204,11.131753289722646,12.298725794946375,11.865581297297972,11.865581297297972,0.13076828026902382
51,ID52,CON1C(=O)C(CCC(=O)O)CC1OCC1CCSC(c2ccccc2)O1,11.37786865234375,7.0077900886535645,CON1C(=O)C(CCC(=O)O)CC1OCC1CCSC(c2ccccc2)O1,0.724,4.429,0.579,0.1402614338028531,,,10.0,6,2.824700000000001,85.30000000000001,395.47700000000003,1,8,12.640043550948826,12.252338208956328,11.131753289722646,13.34324483843217,11.865581297297972,11.865581297297972,0.1402614338028531
52,ID53,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCSC(c2ccccc2)O1,11.409869194030762,13.484044075012207,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCSC(c2ccccc2)O1,0.706,4.346,0.6,0.15119529894819628,,,10.0,6,3.214800000000001,85.30000000000001,409.5040000000001,1,8,12.640043550948826,12.782316518250573,11.131753289722646,14.30408099143045,11.865581297297972,11.865581297297972,0.15119529894819628
53,ID54,CON1C(=O)C(CCC(=O)O)CC1OCC1NC(c2ccccc2)CO1,31.55904769897461,25.51605224609375,CON1C(=O)C(CCC(=O)O)CC1OCC1NC(c2ccccc2)CO1,0.717,4.421,0.556,0.1444808443321999,,,10.0,6,1.2909999999999997,97.33000000000001,364.3980000000001,2,8,12.640043550948826,9.907047962316721,12.476981575641595,10.89281545849542,15.317766166719343,11.865581297297972,0.1444808443321999
54,ID55,CON1C(=O)C(CCC(=O)O)CC1OCC1NC(c2ccccc2)CCO1,29.5531063079834,24.636445999145508,CON1C(=O)C(CCC(=O)O)CC1OCC1NC(c2ccccc2)CCO1,0.71,4.409,0.579,0.14874165128092473,,,10.0,6,1.6810999999999998,97.33000000000001,378.4250000000001,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.06103669389346,15.317766166719343,11.865581297297972,0.14874165128092473
55,ID56,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(c2ccccc2)CCO1,10.88351058959961,-2.028779983520508,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(c2ccccc2)CCO1,0.733,3.849,0.579,0.13489602535887207,,,10.0,6,1.5091999999999992,88.54,378.4250000000001,1,8,12.640043550948826,10.270006354718834,11.50915020893989,12.06103669389346,11.865581297297972,11.865581297297972,0.13489602535887207
56,ID57,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)NCO1,30.0006160736084,25.223840713500977,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)NCO1,0.71,4.389,0.579,0.14874165128092473,,,10.0,6,1.6810999999999994,97.33000000000001,378.42500000000007,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.061036693893456,15.317766166719343,11.865581297297972,0.14874165128092473
57,ID58,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCO1,12.443878173828125,-1.8576316833496094,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCO1,0.739,4.218,0.579,0.13135556160517428,,,10.0,6,2.1080999999999994,94.53000000000002,379.4090000000001,1,8,12.640043550948826,11.213251595098567,12.177073070513819,12.138872239187597,11.865581297297972,11.865581297297972,0.13135556160517428
58,ID59,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)SCO1,12.002652168273926,7.513594150543213,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)SCO1,0.724,4.518,0.579,0.1402614338028531,,,10.0,6,2.824700000000001,85.30000000000001,395.4770000000001,1,8,12.640043550948826,12.252338208956328,11.131753289722646,13.343244838432174,11.865581297297972,11.865581297297972,0.1402614338028531
59,ID60,CON1C(=O)C(CCC([O])=O)CC1OCC1[N]CCCC(c2ccccc2)S1,14.93175220489502,-36.81657409667969,CON1C(=O)C(CCC(=O)[O])CC1OCC1[N]CCCC(c2ccccc2)S1,0.649,5.296,0.6,0.18775530319963077,,,10.0,5,2.6751000000000005,89.84,406.50400000000013,0,8,11.037666839454555,12.042720997254774,11.657300238807482,14.104952567151518,7.0,11.865581297297972,0.18775530319963077
60,ID61,CON1C(=O)C(CCC(=O)O)CC1OCC1OCCC(c2ccccc2)S1,11.498299598693848,6.7382330894470215,CON1C(=O)C(CCC(=O)O)CC1OCC1OCCC(c2ccccc2)S1,0.724,4.491,0.579,0.1402614338028531,,,10.0,6,2.8247,85.30000000000001,395.4770000000001,1,8,12.640043550948826,12.252338208956328,11.131753289722646,13.343244838432174,11.865581297297972,11.865581297297972,0.1402614338028531
61,ID62,CON1C(=O)C(CCC([O])=O)CC1OCC1[N]CCC(c2ccccc2)S1,13.275972366333008,-35.908565521240234,CON1C(=O)C(CCC(=O)[O])CC1OCC1[N]CCC(c2ccccc2)S1,0.657,5.299,0.579,0.1824346304402192,,,10.0,5,2.2849999999999993,89.84,392.4770000000001,0,8,11.037666839454555,11.478246354256038,11.657300238807482,13.127366381314765,7.0,11.865581297297972,0.1824346304402192
62,ID63,CON1C(=O)C(CCC(=O)O)CC1OCC1OCC(c2ccccc2)S1,9.26761531829834,0.43513569235801697,CON1C(=O)C(CCC(=O)O)CC1OCC1OCC(c2ccccc2)S1,0.74,4.519,0.556,0.13076828026902382,,,10.0,6,2.4345999999999997,85.30000000000001,381.45000000000005,1,8,12.640043550948826,11.697867619559204,11.131753289722646,12.298725794946375,11.865581297297972,11.865581297297972,0.13076828026902382
63,ID64,CON1C(=O)C(CCC(=O)O)CC1OCC1SCC(c2ccccc2)S1,8.406989097595215,11.052715301513672,CON1C(=O)C(CCC(=O)O)CC1OCC1SCC(c2ccccc2)S1,0.722,4.572,0.556,0.14146280243036088,,,10.0,6,3.151200000000002,76.07000000000001,397.5180000000001,1,8,12.640043550948826,12.697492602959473,9.986611069744132,13.487925255167832,11.865581297297972,11.865581297297972,0.14146280243036088
64,ID65,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)S1,9.277626037597656,0.8591980338096619,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)S1,0.74,4.56,0.556,0.13076828026902382,,,10.0,6,2.4345999999999997,85.30000000000001,381.45000000000005,1,8,12.640043550948826,11.697867619559204,11.131753289722646,12.298725794946375,11.865581297297972,11.865581297297972,0.13076828026902382
65,ID66,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)S1,11.377866744995117,7.007782936096191,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)S1,0.724,4.539,0.579,0.1402614338028531,,,10.0,6,2.8247,85.30000000000001,395.47700000000003,1,8,12.640043550948826,12.252338208956328,11.131753289722646,13.34324483843217,11.865581297297972,11.865581297297972,0.1402614338028531
66,ID67,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)S1,11.409869194030762,13.484044075012207,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)S1,0.706,4.473,0.6,0.15119529894819628,,,10.0,6,3.214800000000001,85.30000000000001,409.5040000000001,1,8,12.640043550948826,12.782316518250573,11.131753289722646,14.30408099143045,11.865581297297972,11.865581297297972,0.15119529894819628
67,ID68,CON1C(=O)C(CCC(=O)O)CC1OCC1CSC(c2ccccc2)S1,8.256397247314453,10.82530689239502,CON1C(=O)C(CCC(=O)O)CC1OCC1CSC(c2ccccc2)S1,0.722,4.465,0.556,0.14146280243036088,,,10.0,6,3.151200000000002,76.07000000000001,397.51800000000003,1,8,12.640043550948826,12.697492602959473,9.986611069744132,13.487925255167827,11.865581297297972,11.865581297297972,0.14146280243036088
68,ID69,CON1C(=O)C(CCC(=O)O)CC1OCC1CCSC(c2ccccc2)S1,9.52385425567627,14.501737594604492,CON1C(=O)C(CCC(=O)O)CC1OCC1CCSC(c2ccccc2)S1,0.701,4.451,0.579,0.15428198203334137,,,10.0,6,3.5413000000000023,76.07000000000001,411.545,1,8,12.640043550948826,13.208576039760468,9.986611069744132,14.437690281680046,11.865581297297972,11.865581297297972,0.15428198203334137
69,ID70,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCSC(c2ccccc2)S1,10.210376739501953,16.45820426940918,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCSC(c2ccccc2)S1,0.676,4.458,0.6,0.17005330405836402,,,10.0,6,3.9314000000000027,76.07000000000001,425.57200000000006,1,8,12.640043550948826,13.698778582706566,9.986611069744132,15.317766166719334,11.865581297297972,11.865581297297972,0.17005330405836402
70,ID71,CON1C(=O)C(CCC([O])=O)CC1OCC1CC[N]C(c2ccccc2)S1,13.275972366333008,-35.908565521240234,CON1C(=O)C(CCC(=O)[O])CC1OCC1CC[N]C(c2ccccc2)S1,0.657,5.364,0.579,0.1824346304402192,,,10.0,5,2.2849999999999993,89.84,392.47700000000003,0,8,11.037666839454555,11.478246354256038,11.657300238807482,13.127366381314761,7.0,11.865581297297972,0.1824346304402192
71,ID72,CON1C(=O)C(CCC([O])=O)CC1OCC1CCC[N]C(c2ccccc2)S1,14.93175220489502,-36.81657409667969,CON1C(=O)C(CCC(=O)[O])CC1OCC1CCC[N]C(c2ccccc2)S1,0.649,5.357,0.6,0.18775530319963077,,,10.0,5,2.6751000000000005,89.84,406.5040000000001,0,8,11.037666839454555,12.042720997254774,11.657300238807482,14.104952567151514,7.0,11.865581297297972,0.18775530319963077
72,ID73,CON1C(=O)C(CCC(=O)O)CC1OCC1OC(c2ccccc2)CS1,9.27994155883789,0.8584097027778625,CON1C(=O)C(CCC(=O)O)CC1OCC1OC(c2ccccc2)CS1,0.74,4.417,0.556,0.13076828026902382,,,10.0,6,2.4345999999999997,85.30000000000001,381.45000000000005,1,8,12.640043550948826,11.697867619559204,11.131753289722646,12.298725794946375,11.865581297297972,11.865581297297972,0.13076828026902382
73,ID74,CON1C(=O)C(CCC(=O)[O-])CC1OCC1[N+]C(c2ccccc2)CS1,13.916244506835938,-29.51589584350586,CON1C(=O)C(CCC(=O)[O-])CC1OCC1[N+]C(c2ccccc2)CS1,0.661,5.3,0.556,0.17979854051435976,,,10.0,6,0.6877000000000009,93.0,378.45000000000005,0,8,12.640043550948826,8.842305351817782,12.009971394239873,12.063020486313935,7.0,11.865581297297972,0.17979854051435976
74,ID75,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(c2ccccc2)CCS1,10.555486679077148,5.277276039123535,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(c2ccccc2)CCS1,0.724,4.13,0.579,0.1402614338028531,,,10.0,6,2.2257999999999996,79.31,394.4930000000001,1,8,12.640043550948826,11.390215128850356,10.401151223291315,13.272863824509738,11.865581297297972,11.865581297297972,0.1402614338028531
75,ID76,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCS1,12.002652168273926,7.513594150543213,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCS1,0.724,4.57,0.579,0.1402614338028531,,,10.0,6,2.824700000000001,85.30000000000001,395.4770000000001,1,8,12.640043550948826,12.252338208956328,11.131753289722646,13.343244838432174,11.865581297297972,11.865581297297972,0.1402614338028531
76,ID77,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)SCS1,9.612631797790527,14.845541954040527,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)SCS1,0.701,4.637,0.579,0.15428198203334137,,,10.0,6,3.5413000000000023,76.07000000000001,411.5450000000001,1,8,12.640043550948826,13.208576039760468,9.986611069744132,14.43769028168005,11.865581297297972,11.865581297297972,0.15428198203334137
77,ID78,CON1C(=O)C(CCC(=O)[O-])CC1OCC1CC(c2ccccc2)[N+]CS1,15.636991500854492,-30.178987503051758,CON1C(=O)C(CCC(=O)[O-])CC1OCC1CC(c2ccccc2)[N+]CS1,0.657,5.361,0.579,0.1824346304402192,,,10.0,6,1.0778000000000003,93.0,392.47700000000003,0,8,12.640043550948826,9.541476535086932,12.009971394239873,13.127366381314761,7.0,11.865581297297972,0.1824346304402192
