,IDs,Canonical_Smiles,component1,component2,SMILES,QED,Synth,Fsp3,mpIC50_value,std,norma,normal_desviation,HBA,LogP,TPSA,MW,HBD,RB,size_point_HBA,size_point_LogP,size_point_TPSA,size_point_MW,size_point_HBD,size_point_RB,mpIC50,PC1 contribution,PC2 contribution
0,ID1,CON1C(=O)CN(CC2=NC(=O)NC2=O)CC1OCc1cccc(-c2ccccc2)c1,-0.0015196633758023381,-0.000749077822547406,CON1C(=O)CN(CC2=NC(=O)NC2=O)CC1OCc1cccc(-c2ccccc2)c1,0.727,3.518,0.273,0.13846558914096216,,,10.0,6,1.5927000000000004,100.54,422.44100000000014,1,7,12.640043550948826,10.406048379539776,12.811828803845053,15.126842169484028,11.865581297297972,9.677722615770517,0.13846558914096216,2.608608e-08,1.165353e-08
1,ID2,COc1cn(CC2=NC(=O)NC2=O)cc1OCc1cccc(-c2ccccc2)c1,0.4478915333747864,0.13252505660057068,COc1cn(CC2=NC(=O)NC2=O)cc1OCc1cccc(-c2ccccc2)c1,0.671,2.81,0.136,0.17327747983100789,,,10.0,5,3.4335000000000013,81.92,389.41100000000006,1,7,11.037666839454555,13.069506120879634,10.724975473519402,12.902651144478465,11.865581297297972,9.677722615770517,0.17327747983100789,0.0022659993,0.0003647536
2,ID3,COc1ccc(CC(=O)O)cc1OCC1CC2(CCC2c2ccccc2)C1,-0.45068424940109253,0.30709683895111084,COc1ccc(CC(=O)O)cc1OCC1CC2(CCC2c2ccccc2)C1,0.773,3.297,0.435,0.11182050608167508,,,10.0,3,4.675100000000004,55.760000000000005,366.4570000000001,1,7,7.0,14.581229859247202,7.0,11.071583085508209,11.865581297297972,9.677722615770517,0.11182050608167508,0.0022943455,0.0019586384
3,ID4,COc1ccc(CC(=O)O)cc1OCC1CCC(=O)N(c2ccccc2)C1,0.08822423964738846,0.18022972345352173,COc1ccc(CC(=O)O)cc1OCC1CCC(=O)N(c2ccccc2)C1,0.811,2.528,0.333,0.09097914578884393,,,10.0,4,3.144300000000002,76.07000000000001,369.4170000000001,1,7,9.187858681527455,12.688253851073519,9.986611069744132,11.32399956920818,11.865581297297972,9.677722615770517,0.09097914578884393,8.792045e-05,0.0006746157
4,ID5,COc1ccc(CC(=O)O)cc1OCC1OC2CCC1C(c1ccccc1)C2,-0.5368701219558716,0.2664892375469208,COc1ccc(CC(=O)O)cc1OCC1OC2CCC1C(c1ccccc1)C2,0.783,4.19,0.435,0.10623823794205658,,,10.0,4,4.052400000000003,64.99000000000001,382.45600000000013,1,7,9.187858681527455,13.84684703009052,8.449888355692192,12.376740299953326,11.865581297297972,9.677722615770517,0.10623823794205658,0.0032557612,0.0014749012
5,ID6,COc1ccc(CC([O])=O)cc1OCC1CCCC(c2ccccc2)[N]1,-0.044585950672626495,-0.2512572109699249,COc1ccc(CC(=O)[O])cc1OCC1CCCC(c2ccccc2)[N]1,0.765,3.984,0.381,0.11633856484638239,,,10.0,3,3.4718000000000027,69.53,353.418,0,7,7.0,13.119100727008998,9.10352238689357,9.89174933797096,7.0,9.677722615770517,0.11633856484638239,2.245485e-05,0.0013111146
6,ID7,COc1ccc(CC([O])=O)cc1OCC1CN(c2ccccc2)CC[N]1,0.14167413115501404,0.36412397027015686,COc1ccc(CC(=O)[O])cc1OCC1CN(c2ccccc2)CC[N]1,0.737,3.677,0.35,0.13253251214094852,,,10.0,4,2.0667999999999997,72.77000000000001,354.40600000000006,0,7,9.187858681527455,11.150532756306506,9.54913856621228,9.985325187054183,7.0,9.677722615770517,0.13253251214094852,0.00022672278,0.0027536082
7,ID8,COc1ccc(CC(=O)O)cc1OCC1CCn2nc(-c3ccccc3)cc21,0.266011118888855,0.4579419493675232,COc1ccc(CC(=O)O)cc1OCC1CCn2nc(-c3ccccc3)cc21,0.678,2.93,0.273,0.16877030613293661,,,10.0,5,3.752100000000003,73.58000000000001,378.42800000000005,1,7,11.037666839454555,13.47595276290421,9.658004183794727,12.06127476630054,11.865581297297972,9.677722615770517,0.16877030613293661,0.0007993071,0.004355364
8,ID9,COc1ccc(CC(=O)O)cc1OCc1cn(-c2ccccc2)ccc1=O,0.4421299397945404,0.21297593414783478,COc1ccc(CC(=O)O)cc1OCc1cn(-c2ccccc2)ccc1=O,0.696,2.3,0.143,0.15739076038943792,,,10.0,5,3.052200000000001,77.76,365.38500000000005,1,7,11.037666839454555,12.564250615851055,10.20462297842259,10.978841705862102,11.865581297297972,9.677722615770517,0.15739076038943792,0.0022080755,0.0009420298
9,ID10,COc1ccc(CC(=O)O)cc1OCc1cc(-c2ccccc2)cn(C)c1=O,0.42895781993865967,0.36335402727127075,COc1ccc(CC(=O)O)cc1OCc1cc(-c2ccccc2)cn(C)c1=O,0.682,2.171,0.182,0.16621562534352105,,,10.0,5,3.2670000000000012,77.76,379.4120000000001,1,7,11.037666839454555,12.851490904207706,10.20462297842259,12.139108772399165,11.865581297297972,9.677722615770517,0.16621562534352105,0.0020784675,0.0027419755
10,ID11,COc1ccc(CC(=O)O)cc1OCc1cccc(-c2cc3n(n2)CCC3)c1,0.38598138093948364,0.3209126889705658,COc1ccc(CC(=O)O)cc1OCc1cccc(-c2cc3n(n2)CCC3)c1,0.678,2.349,0.273,0.16877030613293661,,,10.0,5,3.711000000000003,73.58000000000001,378.4280000000002,1,7,11.037666839454555,13.424287334599606,9.658004183794727,12.061274766300555,11.865581297297972,9.677722615770517,0.16877030613293661,0.0016828554,0.0021388356
11,ID12,COc1ccc(CC(=O)O)cc1OCc1cccc(C(=O)N2CCC2)c1,0.13749761879444122,0.3265655040740967,COc1ccc(CC(=O)O)cc1OCc1cccc(C(=O)N2CCC2)c1,0.826,1.876,0.3,0.0830199526796178,,,10.0,4,2.747200000000001,76.07000000000001,355.3900000000002,1,7,9.187858681527455,12.144203600517297,9.986611069744132,10.077802502021981,11.865581297297972,9.677722615770517,0.0830199526796178,0.00021355238,0.0022148495
12,ID13,COc1ccc(CC(=O)O)cc1OCc1cccc(-c2ccc(=O)n(C)c2)c1,0.4184803068637848,0.42465898394584656,COc1ccc(CC(=O)O)cc1OCc1cccc(-c2ccc(=O)n(C)c2)c1,0.682,2.122,0.182,0.16621562534352105,,,10.0,5,3.267000000000002,77.76000000000002,379.41200000000015,1,7,11.037666839454555,12.851490904207708,10.204622978422591,12.139108772399169,11.865581297297972,9.677722615770517,0.16621562534352105,0.0019781722,0.0037452795
13,ID14,COc1ccc(CC(=O)O)cc1OCc1cccc(C2Cc3ccnn3C2)c1,0.39045250415802,0.22771017253398895,COc1ccc(CC(=O)O)cc1OCc1cccc(C2Cc3ccnn3C2)c1,0.682,3.07,0.273,0.16621562534352105,,,10.0,5,3.437700000000002,73.58000000000001,378.42800000000017,1,7,11.037666839454555,13.074954710718217,9.658004183794727,12.06127476630055,11.865581297297972,9.677722615770517,0.16621562534352105,0.0017220688,0.0010768828
14,ID15,COc1ccc(CC(=O)O)cc1OCc1cccc(C2CCCS2)c1,0.2978968918323517,-0.2504861354827881,COc1ccc(CC(=O)O)cc1OCc1cccc(C2CCCS2)c1,0.791,2.765,0.35,0.10182351650232342,,,10.0,4,4.469400000000004,55.760000000000005,358.4590000000002,1,7,9.187858681527455,14.343573163881418,7.0,10.361735956079919,11.865581297297972,9.677722615770517,0.10182351650232342,0.0010024115,0.0013030798
15,ID16,COc1ccc(CC(=O)O)cc1OCc1cccc(N2CCCCC2=O)c1,0.46536266803741455,0.19256284832954407,COc1ccc(CC(=O)O)cc1OCc1cccc(N2CCCCC2=O)c1,0.809,2.039,0.333,0.09205147838772768,,,10.0,4,3.4182000000000023,76.07000000000001,369.41700000000026,1,7,9.187858681527455,13.049636739097918,9.986611069744132,11.323999569208194,11.865581297297972,9.677722615770517,0.09205147838772768,0.0024462293,0.00077010266
16,ID17,COc1ccc(CC(=O)O)cc1OCc1cccc(N2Cc3ncoc3C2)c1,0.30314409732818604,0.20624063909053802,COc1ccc(CC(=O)O)cc1OCc1cccc(N2Cc3ncoc3C2)c1,0.672,2.657,0.238,0.1726307269461747,,,10.0,6,3.409500000000002,85.03000000000002,380.4000000000002,1,7,12.640043550948826,13.03832377332047,11.099761170057828,12.216754530350862,11.865581297297972,9.677722615770517,0.1726307269461747,0.0010380357,0.0008833892
17,ID18,COc1ccc(CC(=O)O)cc1OCc1cccc(N2Cc3cnoc3C2)c1,0.3933556377887726,0.2963733375072479,COc1ccc(CC(=O)O)cc1OCc1cccc(N2Cc3cnoc3C2)c1,0.672,2.588,0.238,0.1726307269461747,,,10.0,6,3.409500000000002,85.03000000000002,380.4000000000002,1,7,12.640043550948826,13.03832377332047,11.099761170057828,12.216754530350862,11.865581297297972,9.677722615770517,0.1726307269461747,0.0017477721,0.0018242394
18,ID19,COc1ccc(CC(=O)O)cc1OCc1cc2n(n1)C(c1ccccc1)CC2,0.31430861353874207,0.13837255537509918,COc1ccc(CC(=O)O)cc1OCc1cc2n(n1)C(c1ccccc1)CC2,0.68,2.943,0.273,0.16749108729376366,,,10.0,5,3.6334000000000026,73.58000000000001,378.4280000000001,1,7,11.037666839454555,13.326128312780327,9.658004183794727,12.061274766300546,11.865581297297972,9.677722615770517,0.16749108729376366,0.0011159035,0.0003976523
19,ID20,COc1ccc(CC(=O)O)cc1OCc1cc2n(n1)CCC2c1ccccc1,0.43605339527130127,0.18946176767349243,COc1ccc(CC(=O)O)cc1OCc1cc2n(n1)CCC2c1ccccc1,0.68,2.948,0.273,0.16749108729376366,,,10.0,5,3.6334000000000026,73.58000000000001,378.4280000000001,1,7,11.037666839454555,13.326128312780327,9.658004183794727,12.061274766300546,11.865581297297972,9.677722615770517,0.16749108729376366,0.0021477977,0.00074549846
20,ID21,COC1Cc2cc(CC(=O)O)nn2C1OCc1cccc(-c2ccccc2)c1,0.2752982974052429,0.3281688988208771,COC1Cc2cc(CC(=O)O)nn2C1OCc1cccc(-c2ccccc2)c1,0.682,3.46,0.273,0.16621562534352105,,,10.0,5,3.463700000000002,73.58,378.42800000000005,1,7,11.037666839454555,13.108629127324862,9.658004183794725,12.06127476630054,11.865581297297972,9.677722615770517,0.16621562534352105,0.00085609336,0.0022366522
21,ID22,COC1CN(CC2=NC(=O)NC2=O)CC1OCc1cccc(-c2ccccc2)c1,-0.00956344697624445,0.0001073488820111379,COC1CN(CC2=NC(=O)NC2=O)CC1OCc1cccc(-c2ccccc2)c1,0.781,3.472,0.318,0.10734896612269966,,,10.0,5,2.260200000000001,80.23,393.44300000000004,1,7,11.037666839454555,11.441446978308882,10.516296036660682,13.197304074754951,11.865581297297972,9.677722615770517,0.10734896612269966,1.0331014e-06,2.3933083e-10
22,ID23,COC1CN(CC2=NC(=O)NC2=O)C(=O)C1OCc1cccc(-c2ccccc2)c1,-0.08361371606588364,-0.014801322482526302,COC1CN(CC2=NC(=O)NC2=O)C(=O)C1OCc1cccc(-c2ccccc2)c1,0.755,3.635,0.273,0.12205304837081175,,,10.0,5,1.7868000000000006,97.3,407.4260000000001,1,7,11.037666839454555,10.716449801271745,12.473807672162653,14.166503830592374,11.865581297297972,9.677722615770517,0.12205304837081175,7.897127e-05,4.549929e-06
23,ID24,COC1CCN(CC2=NC(=O)NC2=O)C(=O)C1OCc1cccc(-c2ccccc2)c1,-0.007604887709021568,-0.06030281260609627,COC1CCN(CC2=NC(=O)NC2=O)C(=O)C1OCc1cccc(-c2ccccc2)c1,0.739,3.601,0.304,0.13135556160517428,,,10.0,5,2.1769000000000007,97.3,421.45300000000015,1,7,11.037666839454555,11.317009939154207,12.473807672162653,15.06595930080489,11.865581297297972,9.677722615770517,0.13135556160517428,6.532805e-07,7.552291e-05
24,ID25,CON1C(=O)C(CCC(=O)O)CC1OCc1cccc(-c2ccc(Cl)cc2)c1,0.2668985426425934,0.07147931307554245,CON1C(=O)C(CCC(=O)O)CC1OCc1cccc(-c2ccc(Cl)cc2)c1,0.717,3.362,0.333,0.1444808443321999,,,10.0,4,4.124400000000002,76.07000000000001,403.8620000000001,1,8,9.187858681527455,13.9340945844498,9.986611069744132,13.92680791292999,11.865581297297972,11.865581297297972,0.1444808443321999,0.00080464897,0.000106111955
25,ID26,COC1C(CCC(=O)O)CC(=O)N1OCc1cccc(-c2ccc(Cl)cc2)c1,0.2491336315870285,0.07423277944326401,COC1C(CCC(=O)O)CC(=O)N1OCc1cccc(-c2ccc(Cl)cc2)c1,0.717,3.373,0.333,0.1444808443321999,,,10.0,4,4.124400000000002,76.07000000000001,403.8620000000001,1,8,9.187858681527455,13.9340945844498,9.986611069744132,13.92680791292999,11.865581297297972,11.865581297297972,0.1444808443321999,0.00070109806,0.000114444534
26,ID27,CON1C(=O)C(CCC(=O)O)CC1OCc1cccc(-c2ccc(F)cc2)c1,0.20109272003173828,-0.02214311994612217,CON1C(=O)C(CCC(=O)O)CC1OCc1cccc(-c2ccc(F)cc2)c1,0.749,3.367,0.333,0.12551818230053352,,,10.0,4,3.610100000000002,76.07000000000001,387.40700000000004,1,8,9.187858681527455,13.29649788310125,9.986611069744132,12.75346530519916,11.865581297297972,11.865581297297972,0.12551818230053352,0.00045677967,1.0183128e-05
27,ID28,CON1C(=O)C(c2cc(=O)o[nH]2)CC1OCc1cccc(-c2ccccc2)c1,-0.14268049597740173,-0.23831763863563538,CON1C(=O)C(c2cc(=O)o[nH]2)CC1OCc1cccc(-c2ccccc2)c1,0.71,3.83,0.238,0.14874165128092473,,,10.0,5,3.0551000000000013,84.77,380.40000000000003,1,6,11.037666839454555,12.568174771431432,11.068873122115754,12.21675453035085,11.865581297297972,7.0,0.14874165128092473,0.00022995523,0.0011795489
28,ID29,CON1C(=O)C(c2cc(=O)[nH]o2)CC1OCc1cccc(-c2ccccc2)c1,-0.11521869897842407,-0.19440506398677826,CON1C(=O)C(c2cc(=O)[nH]o2)CC1OCc1cccc(-c2ccccc2)c1,0.71,3.699,0.238,0.14874165128092473,,,10.0,5,3.0551000000000013,84.77,380.40000000000003,1,6,11.037666839454555,12.568174771431432,11.068873122115754,12.21675453035085,11.865581297297972,7.0,0.14874165128092473,0.00014995468,0.00078490796
29,ID30,COc1cc(C2CC(=O)NO2)ccc1OCc1cccc(-c2ccccc2)c1,0.35304397344589233,0.047637492418289185,COc1cc(C2CC(=O)NO2)ccc1OCc1cccc(-c2ccccc2)c1,0.692,2.751,0.174,0.15989390554324223,,,10.0,4,4.433800000000003,56.790000000000006,375.42400000000004,1,6,9.187858681527455,14.301960435767075,7.170756490411135,11.820487602194667,11.865581297297972,7.0,0.15989390554324223,0.0014078995,4.7130427e-05
30,ID31,CON1C(=O)C(CCOC(=O)O)CC1OCc1cccc(-c2ccccc2)c1,0.1963040828704834,-0.028343304991722107,CON1C(=O)C(CCOC(=O)O)CC1OCc1cccc(-c2ccccc2)c1,0.698,3.471,0.333,0.15614457737683893,,,10.0,5,3.690900000000002,85.3,385.41600000000005,1,8,11.037666839454555,13.398939075748256,11.131753289722642,12.603387500835781,11.865581297297972,11.865581297297972,0.15614457737683893,0.00043528405,1.668417e-05
31,ID32,COC1C(OCc2cccc(-c3ccccc3)c2)CCC2(CCC(=O)O)CC12,-0.09042119979858398,0.23314934968948364,COC1C(OCc2cccc(-c3ccccc3)c2)CCC2(CCC(=O)O)CC12,0.706,3.671,0.458,0.15119529894819628,,,10.0,3,4.918700000000004,55.760000000000005,380.48400000000026,1,8,7.0,14.856719275057532,7.0,12.223332876792448,11.865581297297972,11.865581297297972,0.15119529894819628,9.235377e-05,0.001128943
32,ID33,CON1C(=O)C(CCC(=O)O)CC1OCc1cc(-c2ccccc2)c(=O)n(C)c1,-0.1601293385028839,-0.17364366352558136,CON1C(=O)C(CCC(=O)O)CC1OCc1cc(-c2ccccc2)c(=O)n(C)c1,0.729,3.684,0.381,0.1372724716820254,,,10.0,6,2.1696999999999997,98.07000000000002,400.4310000000001,1,8,12.640043550948826,11.306193443266748,12.555006628669144,13.691443705837838,11.865581297297972,11.865581297297972,0.1372724716820254,0.00028963824,0.0006262121
33,ID34,CON1C(=O)C(CCC(=O)O)CC1OCc1ccc(=O)n(-c2ccccc2)c1,-0.056120410561561584,-0.07284984737634659,CON1C(=O)C(CCC(=O)O)CC1OCc1ccc(=O)n(-c2ccccc2)c1,0.745,3.635,0.35,0.12784372725170717,,,10.0,6,1.9548999999999992,98.07000000000002,386.40400000000005,1,8,12.640043550948826,10.97893367356792,12.555006628669144,12.67809567796451,11.865581297297972,11.865581297297972,0.12784372725170717,3.557589e-05,0.00011022012
34,ID35,CON1C(=O)C(CCC(=O)O)CC1OCC1CCN(c2ccccc2)C1=O,-0.5714486837387085,0.0020691310055553913,CON1C(=O)C(CCC(=O)O)CC1OCC1CCN(c2ccccc2)C1=O,0.741,3.974,0.526,0.13018179202067184,,,10.0,5,1.6568999999999996,96.38,376.40900000000005,1,8,11.037666839454555,10.509607152717058,12.376064767892597,11.899974391214952,11.865581297297972,11.865581297297972,0.13018179202067184,0.0036886595,8.8915925e-08
35,ID36,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCN(c2ccccc2)C1=O,-0.5910165905952454,0.10613719373941422,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCN(c2ccccc2)C1=O,0.73,3.93,0.55,0.1366771398795441,,,10.0,5,2.0469999999999997,96.38,390.4360000000001,1,8,11.037666839454555,11.120347512857695,12.376064767892597,12.978245313765505,11.865581297297972,11.865581297297972,0.1366771398795441,0.0039456035,0.00023395848
36,ID37,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(C(=O)c2ccccc2)C1,-0.2722521126270294,0.5623418688774109,CON1C(=O)C(CCC(=O)O)CC1OCC1CN(C(=O)c2ccccc2)C1,0.736,3.587,0.526,0.13312218566250114,,,10.0,5,1.376,96.38,376.4090000000001,1,8,11.037666839454555,10.049746901850938,12.376064767892597,11.899974391214958,11.865581297297972,11.865581297297972,0.13312218566250114,0.00083725277,0.006567566
37,ID38,CON1C(=O)C(CCC(=O)O)CC1OCC1Cc2c(-c3ccccc3)cnn2C1,-0.228987455368042,0.4691672623157501,CON1C(=O)C(CCC(=O)O)CC1OCC1Cc2c(-c3ccccc3)cnn2C1,0.732,4.247,0.476,0.13548891894160814,,,10.0,6,2.3398000000000003,93.89000000000001,399.44700000000006,1,8,12.640043550948826,11.559163123466263,12.10745721174478,13.623081307747194,11.865581297297972,11.865581297297972,0.13548891894160814,0.0005922942,0.004571503
38,ID39,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)N1,-0.5702077150344849,-0.15005548298358917,CON1C(=O)C(CCC(=O)O)CC1OCC1COC(c2ccccc2)N1,0.717,4.43,0.556,0.1444808443321999,,,10.0,6,1.2909999999999993,97.33000000000001,364.398,2,8,12.640043550948826,9.907047962316721,12.476981575641595,10.892815458495416,15.317766166719343,11.865581297297972,0.1444808443321999,0.003672656,0.00046763534
39,ID40,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)N1,-0.641165554523468,-0.11866571009159088,CON1C(=O)C(CCC(=O)O)CC1OCC1CCOC(c2ccccc2)N1,0.71,4.423,0.579,0.14874165128092473,,,10.0,6,1.6810999999999992,97.33000000000001,378.425,2,8,12.640043550948826,10.548412558351854,12.476981575641595,12.061036693893453,15.317766166719343,11.865581297297972,0.14874165128092473,0.0046435962,0.00029245164
40,ID41,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)N1,-0.6232495903968811,-0.08550138026475906,CON1C(=O)C(CCC(=O)O)CC1OCC1CCCOC(c2ccccc2)N1,0.699,4.341,0.6,0.15552282425431863,,,10.0,6,2.0711999999999993,97.33000000000001,392.45200000000006,2,8,12.640043550948826,11.157230289302081,12.476981575641595,13.125550977610903,15.317766166719343,11.865581297297972,0.15552282425431863,0.0043877116,0.00015182729
41,ID42,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCN1,-0.6075907945632935,-0.1186719760298729,CON1C(=O)C(CCC(=O)O)CC1OCC1CC(c2ccccc2)OCN1,0.71,4.482,0.579,0.14874165128092473,,,10.0,6,1.6810999999999994,97.33000000000001,378.42500000000007,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.061036693893456,15.317766166719343,11.865581297297972,0.14874165128092473,0.004170004,0.00029248255
42,ID43,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCCC(c2ccccc2)O1,-0.5398889183998108,-0.09984897822141647,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCCC(c2ccccc2)O1,0.699,4.347,0.6,0.15552282425431863,,,10.0,6,2.0711999999999993,97.33000000000001,392.45200000000017,2,8,12.640043550948826,11.157230289302081,12.476981575641595,13.12555097761091,15.317766166719343,11.865581297297972,0.15552282425431863,0.003292478,0.00020705744
43,ID44,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCC(c2ccccc2)O1,-0.5566149353981018,-0.20584553480148315,CON1C(=O)C(CCC(=O)O)CC1OCC1NCCC(c2ccccc2)O1,0.71,4.406,0.579,0.14874165128092473,,,10.0,6,1.6810999999999998,97.33000000000001,378.4250000000001,2,8,12.640043550948826,10.548412558351856,12.476981575641595,12.06103669389346,15.317766166719343,11.865581297297972,0.14874165128092473,0.0034996432,0.00088000775
