molecule_chembl_id,Smiles
CHEMBL1395166,O=C(COC(=O)c1cnccn1)Nc1cccc(F)c1
CHEMBL450935,CC(C)CN(CC(=O)C(O)O)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)O
CHEMBL1098300,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)cc1
CHEMBL256199,COc1ccccc1N1CCN(Cc2ccc(C#N)cc2)CC1
CHEMBL155998,CCCCC(CN(O)C=O)C(=O)NC(C(=O)c1ccc(NS(C)(=O)=O)cc1)C(C)(C)C
CHEMBL249291,O=C(NC[C@H]1CC[C@@H](COc2ccccc2)CC1)c1ccc(O)cc1
CHEMBL108258,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)NCC(N)=O)cc31)cn2C
CHEMBL1098882,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CHEMBL551638,Cc1cc(-c2ccc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)cc2F)on1
CHEMBL559568,COc1cc(C(=O)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)ccc1-c1cc(C)no1
CHEMBL2160127,OCc1cn(CC(O)c2ccc(Cl)cc2Cl)nn1
CHEMBL1099187,CC1=NC(C)=C(C(=O)OC(C)(C)C)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)(C)C
CHEMBL251475,C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1C=c1[nH]c(=O)c(=C)[nH]c1=O
CHEMBL3652316,CCC1(C(N)=O)CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1
CHEMBL1256525,O=C(Nc1ccc(Br)cc1)C(=O)NC1CCNCC1
CHEMBL3335072,COc1cccc(CN2CCN(CCCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1
CHEMBL3310000,CN(C)CCNc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1[nH]c(=N)nc21
CHEMBL311318,C=CCOc1ccc2c(c1)ncn2-c1ccccc1
CHEMBL250257,N=c1[nH]cnc2c1ncn2CCOCP1(=O)OCCC(c2cc(Cl)cc(Cl)c2)O1
CHEMBL3648107,C[C@@H](N=c1[nH]c(=Nc2ccc(S(=N)(=O)CCO)cc2)[nH]cc1Br)C(C)(C)O
CHEMBL1700050,O=C(NCc1ccccc1)c1ccc(NC(=O)c2ccco2)cc1
CHEMBL1880490,CCOc1ccc(NC(=O)CN(C)C(=O)C(C)N2C(=O)c3ccccc3C2=O)cc1OCC
CHEMBL608680,CN=c1[nH]cnc2c1ncn2[C@@H]1SC(C(=O)NC)[C@@H](O)[C@H]1O
CHEMBL538590,N=C(N)Nc1ccc(C(=O)c2ccccc2)cc1
CHEMBL253362,NS(=O)(=O)c1ccc(CC/N=C/c2ccncc2)cc1
CHEMBL470603,ON=C(O)/C=C/c1ccc(/C=N/Oc2ccccc2)cc1
CHEMBL1504116,Cc1nc2ccc(S(=O)(=O)NCC(=O)N3CCc4ccccc4C3)cc2s1
CHEMBL1081439,N[C@H](CN=c1[nH]nc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(F)cc1
CHEMBL1892743,O=C(COc1ccc(S(=O)(=O)N2CCOCC2)cc1Cl)NCc1ccco1
CHEMBL400150,O=C(O)c1cccc2ccc(/C=C/c3ccc(Cl)cc3)nc12
CHEMBL1164701,CNc1c(C)n(C)n(-c2ccccc2)c1=O
CHEMBL76707,CCCCCCS(=O)(=O)C(CCCC)CC(O)=NO
CHEMBL1086396,CCCCCCC[C@@H](C/C=C/CCC(=O)NC/C(=C/Cl)[C@]12O[C@H]1[C@@H](O)CCC2=O)OC
CHEMBL1324497,COc1ccccc1N1C(=O)c2ccc(C(=O)Nc3cccc(C(C)=O)c3)cc2C1=O
CHEMBL1221982,COc1cc(-c2cc3cc(C)cc(Br)c3oc2=O)cc(OC)c1OC
CHEMBL1604851,Cc1[nH]c(=NC(=O)COC(=O)CNC(=O)c2ccco2)c(Cl)cc1Cl
CHEMBL251393,Brc1c[nH]n2c(=NCc3cccnc3)cc(C3CCCCC3)nc12
CHEMBL52733,CC1Oc2ccccc2N(CCC(=O)O)C(=O)C1NC(=O)C(S)Cc1ccccc1
CHEMBL1089025,CCN(C(=O)c1cnc(-c2ccccc2C)cn1)c1ccc(OC)nc1
CHEMBL155163,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)nc1)C(=O)CC2
CHEMBL36893,C=C(C(=O)c1ccc(Cl)cc1)n1cc(Cl)ccc1=O
CHEMBL1098817,COCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1
CHEMBL566527,CC[C@@]12CCN(C[C@H](O)c3ccccc3)C[C@@H]1Oc1ccc(O)cc12
CHEMBL2332599,Oc1cc(-c2ccc(-c3ccc(F)c(O)c3)s2)ccc1F
CHEMBL449745,O=C(N=c1[nH]c2ccc(F)cc2s1)Nc1ccccc1F
CHEMBL113336,CN1CCC(C#N)(c2ccc(Cl)c(Cl)c2)CC1
CHEMBL2296850,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(F)c1
CHEMBL337341,C[C@H]1CN(Cc2ccc3ccccc3n2)CC[C@@]1(C)c1cccc(C(N)=O)c1
CHEMBL253085,COc1cccc(N=c2c3ccccc3[nH]c3c2c(C)nn3C)c1
CHEMBL4240625,CCOc1cc(CC[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C(=O)O)=CCC[C@H]32)c(O)o1
CHEMBL599415,CNC(=O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1
CHEMBL67534,N=c1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)c[nH]1
CHEMBL1277944,O=C(O)c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1
CHEMBL260815,CN(C)CCC(=O)c1cccc([N+](=O)[O-])c1
CHEMBL3786252,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCN
CHEMBL317281,CN(C)CC(O)COc1ccc(N=c2cc(Nc3ccc(F)cc3F)[nH]cn2)cc1
CHEMBL1240923,CS(=O)(=O)c1ccc(C(=O)c2ccc(F)cc2)cc1
CHEMBL604681,N=c1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)c[nH]1
CHEMBL3809546,COc1cccc(-c2ccc3c(c2)CC[C@H](CN(C)C)[C@@]3(O)c2cccc(O)c2)c1
CHEMBL164546,CC(C)NC(=O)N1N=C(OS(C)(=O)=O)CC1C
CHEMBL408060,CCCC(C)(C)c1ccc([C@H]2CCC[C@@H](O)C2)cc1
CHEMBL1736779,N=C1OC2=C(C(=O)CCC2)C(c2ccc(F)cc2)C1[N+](=O)[O-]
CHEMBL1394976,O=C(OCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)C1CC1
CHEMBL3805353,N[C@H]1C[C@@H](N2Cc3nn4cncnc4c3C2)CO[C@@H]1c1cc(F)ccc1F
CHEMBL253202,COc1ccc(-c2nnc3n2N=C(c2ccccc2OC)CS3)cc1OC
CHEMBL1519128,COc1ccc(C=NC(=O)C2C(C)C(=O)OC23CCCCC3)cc1
CHEMBL575583,COc1ccc2[nH]c3c(c2c1)CC(=O)N(Cc1ccccc1)c1ccccc1-3
CHEMBL69194,CCCCN1C(=O)C(CS)NC(=O)C1Cc1ccccc1
CHEMBL471697,Oc1cc2cc(N=c3[nH]ccc(=NCc4ccccn4)[nH]3)ccc2[nH]1
CHEMBL6770,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3s2)CC1
CHEMBL541498,CC(=O)CC(=O)c1cccnc1
CHEMBL104618,O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccccc3F)C2)cc1)C1CC1
CHEMBL3400394,COc1cc(OC)c2c(-c3ccc(Cl)cc3)c(C(=O)C(=O)N3CCOCC3)[nH]c2c1
CHEMBL568086,C=C1C(=O)OC(C)CC1c1ccc(Br)cc1
CHEMBL4087982,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(C#Cc2ccc(Cl)cc2)cn1
CHEMBL597027,Cc1cn(CC(=O)c2ccc(O)c(O)c2)cn1
CHEMBL4070829,Cc1cc(=Nc2ccc(Cl)cc2C)[nH]c(=N)[nH]1
CHEMBL3142246,O=[N+]([O-])c1ccnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
CHEMBL3422571,O=C(CCCCN1CC2(COC2)C1)Nc1ccc(-c2cccnc2)cc1
CHEMBL13393,CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@@H]3CC[C@H](C2)N3)cc1
CHEMBL3651107,Brc1cccc(CN[C@H]2CC2c2ccccc2)n1
CHEMBL151441,COCCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl
CHEMBL168592,N#C[C@@H](NC(Cc1ccccc1)C(N)=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1
CHEMBL589832,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(N(CCCl)CCCl)cc1
CHEMBL566073,CCC[C@H](CO)N=c1[nH]c(C)nc2c1c(C)nn2-c1ccc(OC)cc1C
CHEMBL565442,CCC(CC)N=c1[nH]c(C)nc2c1c(C)nn2-c1ccc(OC)cc1C
CHEMBL156042,CCCCCNC(=O)C(Cc1ccc(CC(C(=O)O)C(=O)O)cc1)NC(=O)CCC(=O)O
CHEMBL1642956,C=C1C(=O)[C@@]2(O)CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCc5ccccc5)[C@H]4CC[C@]13C2
CHEMBL340504,O=C(O)C=CC(c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1
CHEMBL2134964,Cc1cc(F)ccc1-c1cc(C(=O)NCc2ccco2)[nH]n1
CHEMBL1080698,COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1C=CC(C)C)C[C@H](C(C)(C)O)O4
CHEMBL346382,CCCn1c(=O)c2[nH]c(C(CC)Oc3ccccc3)nc2n(CCC)c1=O
CHEMBL592263,Oc1ccc(-c2nc(N3CCOCC3)c3[nH]cnc3n2)cc1
CHEMBL3741142,COc1cnc2ccc(=O)n(CCN3CCN(Cc4ccc(Br)cc4)CC3)c2c1
CHEMBL220113,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO)c(F)c2)cc1
CHEMBL1910425,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CSc1ccccn1
CHEMBL88149,CCOC(=O)C1C(C)=NC(OC)=NC1c1cccc([N+](=O)[O-])c1
CHEMBL3741836,COc1cc(-c2ccc(F)nc2)cc2c1nc(C)c1c(C)nc(Br)n12
CHEMBL1214050,CN(C)C(Cc1c(F)cc(O)cc1F)C(=O)N1Cc2ccccc2CC1C(=O)O
CHEMBL3110125,COc1ccccc1N(C)C(=O)c1ccc(NC(=O)CCc2nc(=O)c3ccccc3[nH]2)cc1
CHEMBL1358976,CCCc1nn(C(C)=O)c2c1C(=O)CC(C)(C)C2
CHEMBL280118,Oc1ccc2c(c1)CC[C@@H]1c3ccc(O)cc3CC[C@H]21
CHEMBL3747724,Cn1ccc(=NC(=O)c2cn(Cc3ccc(-n4cccn4)cc3)c3cccnc23)[nH]1
CHEMBL165601,CC(C)NC(=O)Sc1ccccc1C(=O)NCCC(N)=O
CHEMBL64284,COc1ccc(F)cc1-c1cccn(C(CN2CCCC2)c2ccccc2)c1=O
CHEMBL572248,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)C[C@@H]1CCCC[C@@]1(O)c1cccc(O)c1
CHEMBL3799049,CN=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](SC)[C@@H](O)[C@H]1O
CHEMBL286328,NS(=O)(=O)c1ccc(NC(=O)CNCCNCC(=O)O)c(F)c1
CHEMBL135167,COc1cc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc(OC)c1
CHEMBL1705595,O=C(NCCN1CCOCC1)c1cc(Br)ccc1Cl
CHEMBL1715792,CCn1cc(Cl)c(C(=O)NNC(=O)CCn2ccc([N+](=O)[O-])n2)n1
CHEMBL110448,Cc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1
CHEMBL1344104,CC(=O)Nc1cc(S(=O)(=O)Nc2ccccc2C)c(C)cc1C
CHEMBL4064040,COc1ccc(Cc2nc(=O)c3c(C)nc(C(CCC(=O)c4ccccc4)[C@H](C)O)n3[nH]2)cc1OC
CHEMBL602141,COc1ccc2c(c1)OC(c1ccc(C)cc1)CC2=O
CHEMBL1823016,CNC(=O)CCc1c(-c2ccccc2)nc2ccc(OC)cn12
CHEMBL164438,COc1ccc2cc(S(N)(=O)=O)n(C)c2c1
CHEMBL118976,CCC(Cc1ccc(OC)c(CNCc2ccc(C(F)(F)F)cc2)c1)C(=O)O
CHEMBL465405,C=C1C(=O)O[C@H]2/C=C(\C)[C@]3(O)CC[C@](C)(C[C@@H](OC(=O)C(C)=CC)[C@@H]12)O3
CHEMBL58564,Cc1[nH]c2[nH]c3ccccc3c2c(=N)c1C(N)=O
CHEMBL4059619,Cc1nc2cc(C(=O)NN=Cc3cc(O)ccc3O)ccc2[nH]1
CHEMBL1081525,CC(=O)OC1=CC(C)(C)Oc2c(CC=C(C)C)cc(O)cc21
CHEMBL267204,CN1CNC(=O)C12CCN(CCCOc1ccc(F)cc1)CC2
CHEMBL589260,CC[C@@]12CCN(CC3CC3)C[C@@H]1Oc1c(O)cccc12
CHEMBL550975,CC(=O)C1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
CHEMBL1706134,Cc1cc(S(=O)(=O)N2c3ccc(F)cc3CCC2C)ccc1-n1cnnn1
CHEMBL322407,N=C(N)NCCc1ncc[nH]1
CHEMBL1711858,Cc1ccc2c(c1)[C@H]1[C@H](CO2)[C@H](c2ccccc2)[C@]2(C)C(=O)N(C)CC(=O)N12
CHEMBL605125,CS(=O)(=O)Nc1cccc(-c2cccc(-n3cc(-c4ccc5c(c4)CCNC5=O)c(=N)[nH]3)c2)c1
CHEMBL320995,Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-]
CHEMBL130965,Cc1nn(CCn2ccnc2)c(=O)c2ccccc12
CHEMBL162000,COc1ccc(C(=O)N=c2cc(-c3ccccc3)[nH]cn2)cc1
CHEMBL3753072,O=C1C(=O)c2nc(CN3CCN(c4ccccc4)CC3)oc2-c2ccccc21
CHEMBL584042,O[C@@H](CNCc1ccccc1)[C@H](c1ccccc1)n1ccc2ccccc21
CHEMBL118329,CCC(Cc1ccc(OC)c(CC(=O)Nc2ccc(C(F)(F)F)cc2)c1)C(=O)O
CHEMBL318653,CCCC1(N)c2ccccc2-c2[nH]c(=O)c3nccn3c21
CHEMBL73849,CCCCC(C(O)C(O)=NO)[S+]([O-])c1ccccc1
CHEMBL80322,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(C)cc2C(O)=NO)cc1
CHEMBL164505,NC(=O)CCNC(=O)c1ccccc1SC(=O)NC1CCCCC1
CHEMBL337134,Cc1c(C(=O)c2ccccc2F)c2ccccc2n1[C@@H](C)CN1CCOCC1
CHEMBL1090831,Cc1cccc(N=c2nc(C(N)=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]2)c1
CHEMBL584115,O=S(=O)(c1ccc(Cl)s1)N1c2cc(F)c(F)cc2-c2[nH]ncc2C1C1CC1
CHEMBL177101,O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2
CHEMBL1488373,O=C(Nc1ccccc1C(F)(F)F)C1CCN(C(=O)Cc2ccccc2)CC1
CHEMBL1652248,COC(=O)c1ccc(Cl)cc1OC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1
CHEMBL425522,O=S(=O)(NCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2
CHEMBL1160810,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccn4)CC3)C2=O)c1
CHEMBL45412,O=C(O)CC(=O)N[C@@H](CS)Cc1ccccc1
CHEMBL574149,CCn1cnc2c(=NCc3ccc(-c4ccccc4)cc3)[nH]c(=N[C@H]3CC[C@H](N)CC3)[nH]c21
CHEMBL300559,CCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O
CHEMBL1092647,COc1cc(CCCNC(C)=O)ccc1OCc1ccccc1
CHEMBL343051,CN1CCN(c2ccc(C3=CC4(CCc5cc(O)ccc54)c4ccc(O)cc43)cc2)CC1
CHEMBL571654,CC(C)CCCc1cc(F)c(N)c2nc(-c3ccc([PH](=O)(=O)O)o3)n(CC(C)C)c12
CHEMBL583908,Nc1cccc2c1nc(-c1ccc([PH](=O)(=O)O)o1)n2CC1CC1
CHEMBL3902727,O=C1CN(c2ccccc2Cl)CCN1CC(O)CN1CCc2ccccc2C1
CHEMBL568303,CC(C)n1cnc2c(=NCc3ccc(-c4cccs4)nc3)[nH]c(=N[C@H]3CC[C@H](N)CC3)[nH]c21
CHEMBL576979,CNC(=O)Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL598559,Cc1ccccc1NC(=O)c1cccc2c1Cc1ccccc1-2
CHEMBL1391627,Cc1ccccc1NC(=O)c1c[nH]n(-c2ccccc2)c1=NC(=O)c1ccco1
CHEMBL12321,CCCCC[C@H](O)C=CC1C(=O)C[C@@H]2OC(=O)CCC/C=C\C[C@H]12
CHEMBL9290,C#CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL319847,CC[n+]1c(/C=c2\sc(=CNc3ccccc3)c(=O)n2-c2ccccc2)sc2ccccc21
CHEMBL356403,Fc1ccc(OC(c2cccc(F)c2)C2CCNCC2)cc1
CHEMBL567276,CC(C)c1ccc(Cc2cc3c(cc2Cl)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
CHEMBL584689,CCc1ccc(Cc2cc3c(cc2F)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
CHEMBL572142,O[C@@H](CNCc1ccncc1)[C@H](c1ccccc1)n1ccc2ccccc21
CHEMBL572775,NC1=NC(=O)CC(c2c[nH]c3ccc(Br)cc23)N1
CHEMBL72352,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccccc2)cc1
CHEMBL576493,CC(=O)NC1=NC(c2cn(C)c3ccccc23)CCN1
CHEMBL577332,CC(=O)NC1=NC(c2cn(C)c3ccc(Br)cc23)CCN1
CHEMBL82560,COc1ccc2c(c1)C(=O)C(=Cc1cc(Br)c(O)c(Br)c1)C2=O
CHEMBL314939,c1ccc(C(c2ccco2)N2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1
CHEMBL140620,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1cccnc1
CHEMBL75396,COc1cccc(OC)c1OCCNC[C@@H]1COc2ccccc2[C@H]1O
CHEMBL69701,CCCn1c(=O)c2[nH]c(-c3cc(O)c(OC)c(O)c3)nc2n(CCC)c1=O
CHEMBL585565,CN(Cc1nc2ccccc2n1CCCCCN)C1CCCc2cccnc21
CHEMBL571145,O=S(=O)(c1ccc(Cl)cc1)N1c2ccccc2-c2[nH]ncc2C1C(F)(F)F
CHEMBL571807,CC1c2c[nH]nc2-c2ccc(F)cc2N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL576487,CC1c2c[nH]nc2-c2ccccc2N1S(=O)(=O)c1cccnc1
CHEMBL571817,O=S(=O)(c1ncc(Cl)s1)N1c2cc(F)c(F)cc2-c2[nH]ncc2C1C1CC1
CHEMBL328113,C#CCNNC/C=C/c1ccccc1
CHEMBL589610,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccc(F)cc1
CHEMBL1807772,CCOC(=O)C=Cc1c(Oc2cccc(C#N)c2)[nH]cnc1=O
CHEMBL1807764,CCOC(=O)C=Cc1c(Oc2ccccc2Cl)[nH]cnc1=O
CHEMBL1469347,Cc1ccc(C)c(N(CC(=O)NC(C)C)C(=O)CCC(=O)N=c2cccc[nH]2)c1
CHEMBL1080892,Cc1[nH]nc2ccc(-c3n[nH]c(=NC[C@@H](N)Cc4ccccc4C(F)(F)F)s3)cc12
CHEMBL355258,CO[C@H]1CC2C[C@H](OC(c3ccccc3)c3ccccc3)CC1N2C
CHEMBL84837,O=C(/C=C/c1ccoc1)c1ccccn1
CHEMBL1433239,Nn1c(SCc2ccc(F)cc2)nnc1-c1cccnc1
CHEMBL1164795,CN(C/C=C/c1ccccc1)Cc1ccc2c(c1)=[N+]([O-])C(C)(C)[N+]=2[O-]
CHEMBL3824194,C=C[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)COCC)C2
CHEMBL295211,COC(=O)CN1C(=O)C(CCCCC(=N)N)[C@H]2c3ccccc3C[C@@H]21
CHEMBL34632,COC[C@H]1CN(c2ccc(CCO)cc2)C(=O)O1
CHEMBL305050,O=C(O)CN1C(=O)C(NC(=O)C(CS)Cc2ccccc2)CS[C@@H]1c1ccccc1
CHEMBL309925,CCCCOc1c(C(=O)c2c(F)cc(Br)cc2F)cnc2[nH]ncc12
CHEMBL1169947,CCCCC(OC)c1cccc(NC(=O)CCCCl)c1
CHEMBL1734190,N#Cc1ccc(CN2CCN(C(O)c3cc(O)n(-c4ccccc4F)c3)CC2)cc1
CHEMBL327906,Cc1c(NC2=NCCN2)cccc1-c1cccc(Cl)c1
CHEMBL136449,OCCN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1
CHEMBL1878996,CCOC(=O)c1cc(CC)sc1NC(=O)CN1C(=O)C(=O)N(CC(C)C)C1=O
CHEMBL1163829,COc1ccc2cc3[n+](cc2c1OCCCCOc1ccccn1)CCc1cc2c(cc1-3)OCO2
CHEMBL59177,O=c1c(-c2cc3ccccc3o2)cccn1C(CN1CCCC1)c1ccccc1
CHEMBL1093247,NC(Cc1ccccc1)[PH](=O)(=O)Oc1ccccc1
CHEMBL518009,C=C1CC[C@@H]2[C@H](OC(=O)[C@@]2(O)CC(C)=O)[C@H]2C(=C)CC[C@@H]12
CHEMBL1209852,Cc1nc2nccn2c(-c2ccc(Cl)cc2Cl)c1CN
CHEMBL2374406,N=c1[nH]c(=NCCc2ccc(CCC3CCCCC3)cc2)[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL516799,CSC1=CC(=O)C(Br)=C[C@]12C=CN=C1C(=O)c3c4c(nccc4cn3C)C12
CHEMBL575105,C=CCc1cccc(CNNC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
CHEMBL572924,O=C(CN1CCN(Cc2ccccc2)CC1)NCCc1ccccc1O
CHEMBL1797728,O=C1Oc2ccc3ccccc3c2CC1C(=O)c1ccoc1
CHEMBL249288,O=C(NC1CCCCC1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O
CHEMBL36809,O=C(NCCc1cccc2ccccc12)C(CC#Cc1ccccc1F)NC[PH](=O)(=O)O
CHEMBL550955,COC(=O)Nc1cc(C(=O)Nc2cc(C(=O)NCCC(C)C)n(C)c2)n(C)c1
CHEMBL174836,O=C(O)c1ccc2c(c1)nc(-c1ccncc1)n2C1CCCCC1
CHEMBL168050,NC(=O)CCNC(=O)c1ccccc1SC(=O)NCCBr
CHEMBL1088235,N=c1nc(-c2ccccc2)c2c([nH]1)-c1cc(CNCc3ccccn3)ccc1C2=O
CHEMBL3764563,COc1ccc(S(=O)(=O)NCc2cn(C[C@H]3CC=C(C(C)C)[C@]34C=CC(=O)CC4)nn2)cc1
CHEMBL120929,C#CCN(C)CCCCC(=O)OCC
CHEMBL1318816,COc1ccc(NC(=O)C(CCS(C)(=O)=O)N2C(=O)c3ccccc3C2=O)cc1
CHEMBL3764292,Cc1nc2sccn2c1C(=O)N/N=C/c1ccc(Br)cc1
CHEMBL174114,CCCCn1c(C)c(C)c2c(=O)oc(=O)[nH]c21
CHEMBL305346,COc1cccc(/C=C/CC(CC(N)C(=O)O)C(=O)O)c1
CHEMBL525544,C=C1C(=O)[C@]23C[C@H]1[C@@H](O)C=C2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
CHEMBL570595,Oc1ccc(-c2ccc(-c3ccc(F)c(O)c3)s2)cc1
CHEMBL79627,O=C(NC(CSCc1ccccc1)C(=O)O)C(CS)Cc1ccc(Cl)cc1
CHEMBL552508,O=C1C=C[C@@]23C[C@@H](Nc4c2c2c5c(c[nH]c5c4O)CC=N2)S[C@@H]3C1
CHEMBL80267,Cc1ccc2c(c1)-c1[nH]c(=O)c(=O)[nH]c1C2(C)CC(=O)O
CHEMBL1705915,Cc1nnc(SCc2cc(=O)[nH]c(N3CCCCC3)n2)s1
CHEMBL1386697,COc1ccc(N2CC(C)Cn3c2nc2c3c(=O)n(CCN3CCOCC3)c(=O)n2C)cc1
CHEMBL468297,c1ccc(-c2nnc3ccc(=NC4CC4)[nH]n23)cc1
CHEMBL1901037,CCC(CC)NC(=O)CSc1nnc(-c2c[nH]c3ccccc23)o1
CHEMBL444169,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=NO)cc1O
CHEMBL49029,CNC(=O)c1ccc2c3c1OC1C(O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
CHEMBL323561,COc1ccc(C2c3nc(CCCO)ccc3[C@H](c3ccc4c(c3)OCO4)C2C(=O)O)cc1
CHEMBL611520,CCSC[C@H]1OC(O)[C@H](O)[C@@H]1O
CHEMBL511292,NC(=O)C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1
CHEMBL1523237,O=C(CCc1nnc(-c2ccsc2)o1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
CHEMBL1533765,O=C(CCC1CCCC1)NC(Cc1ccc(O)cc1)C(=O)O
CHEMBL1905497,CC(=O)NC1(NC(C)=O)CCN(C)CC1
CHEMBL593096,COc1nn(CCN2CCOCC2)c2ccc([N+](=O)[O-])cc12
CHEMBL1092629,NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21
CHEMBL1812577,CC(C)Cn1cc(C(=O)O)c(=O)c2c(O)c(Cc3cccc(Cl)c3F)ccc21
CHEMBL347204,CCCCC(CN(O)C=O)C(=O)NC(C(=O)c1ccco1)C(C)(C)C
CHEMBL611352,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2F)c2ccccc2c1=O
CHEMBL561307,CCCN(CCN1CCN(C(=O)c2[nH]nc3ccccc23)CC1)C1CCc2c(O)cccc2C1
CHEMBL1432106,COc1cccc(-n2nc(C(N)=O)c(=O)cc2O)c1
CHEMBL3593834,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc([N+](=O)[O-])o1
CHEMBL1567784,CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1N1CCC(C(=O)NCCc2ccccc2C)CC1
CHEMBL1463466,COc1cc(Cl)cc(C2NC(=O)N=C(C)C2C(=O)NCc2ccccc2)c1O
CHEMBL572187,COc1ccc(C2=[N+]([O-])c3cc(OC)ccc3C2=O)cc1
